all_sig_categories	Freq
NITROGEN CYCLE METABOLIC PROCESS%GOBP%GO:0071941	1
NK T CELL DIFFERENTIATION%GOBP%GO:0001865	1
NODAL SIGNALING PATHWAY%GOBP%GO:0038092	1
NONGENOTROPIC ANDROGEN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NONGENOTROPIC ANDROGEN SIGNALING	1
NONHOMOLOGOUS END-JOINING (NHEJ)%REACTOME DATABASE ID RELEASE 63%5693571	1
NORADRENALINE AND ADRENALINE DEGRADATION%HUMANCYC%PWY-6342	1
NORADRENERGIC NEURON DIFFERENTIATION%GOBP%GO:0003357	1
NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME%R-HSA-350054.2	1
NOTCH BINDING%GOMF%GO:0005112	1
NOTCH SIGNALING PATHWAY%PANTHER PATHWAY%P00045	1
NOTOCHORD MORPHOGENESIS%GOBP%GO:0048570	1
NRAGE SIGNALS DEATH THROUGH JNK%REACTOME DATABASE ID RELEASE 63%193648	1
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GOBP%GO:0000956	1
NUCLEAR BODY ORGANIZATION%GOBP%GO:0030575	1
NUCLEAR ENVELOPE BREAKDOWN%REACTOME DATABASE ID RELEASE 63%2980766	1
NUCLEAR EXPORT%GOBP%GO:0051168	1
NUCLEAR HETEROCHROMATIN%GOCC%GO:0005720	1
NUCLEAR IMPORT%GOBP%GO:0051170	1
NUCLEAR LAMINA%GOCC%GO:0005652	1
NUCLEAR MIGRATION%GOBP%GO:0007097	1
NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 63%1251985	1
NUCLEAR TRANSPORT%GOBP%GO:0051169	1
NUCLEASE ACTIVITY%GOMF%GO:0004518	1
NUCLEIC ACID PHOSPHODIESTER BOND HYDROLYSIS%GOBP%GO:0090305	1
NUCLEIC ACID TRANSPORT%GOBP%GO:0050657	1
NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GOBP%GO:0015931	1
NUCLEOBASE CATABOLISM%REACTOME DATABASE ID RELEASE 63%8956319	1
NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0005337	1
NUCLEOSIDE TRANSPORT%GOBP%GO:0015858	1
NUCLEOTIDE METABOLISM%REACTOME DATABASE ID RELEASE 63%15869	1
O-ACYLTRANSFERASE ACTIVITY%GOMF%GO:0008374	1
OBSERVATIONAL LEARNING%GOBP%GO:0098597	1
OLIGOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0009311	1
OPIOID PROENKEPHALIN PATHWAY%PANTHER PATHWAY%P05915	1
OPSONIN BINDING%GOMF%GO:0001846	1
ORGANELLAR LARGE RIBOSOMAL SUBUNIT%GOCC%GO:0000315	1
ORGANELLE OUTER MEMBRANE%GOCC%GO:0031968	1
ORGANELLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:0072384	1
ORGANIC ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1903825	1
ORGANIC CATION TRANSPORT%GOBP%GO:0015695	1
ORGANIC HYDROXY COMPOUND TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:1901618	1
OSSIFICATION INVOLVED IN BONE MATURATION%GOBP%GO:0043931	1
OSTEOCLAST DIFFERENTIATION%GOBP%GO:0030316	1
OSTEOCLAST FUSION%GOBP%GO:0072675	1
OUTER DYNEIN ARM ASSEMBLY%GOBP%GO:0036158	1
OUTER DYNEIN ARM%GOCC%GO:0036157	1
OUTER EAR MORPHOGENESIS%GOBP%GO:0042473	1
OUTER MEMBRANE%GOCC%GO:0019867	1
OVARIAN TUMOR DOMAIN PROTEASES%REACTOME DATABASE ID RELEASE 63%5689896	1
OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119	1
OXIDOREDUCTASE ACTIVITY, ACTING ON CH OR CH2 GROUPS, DISULFIDE AS ACCEPTOR%GOMF%GO:0016728	1
OXIDOREDUCTASE ACTIVITY, ACTING ON CH OR CH2 GROUPS, QUINONE OR SIMILAR COMPOUND AS ACCEPTOR%GOMF%GO:0033695	1
OXIDOREDUCTASE ACTIVITY, ACTING ON DIPHENOLS AND RELATED SUBSTANCES AS DONORS%GOMF%GO:0016679	1
OXIDOREDUCTASE ACTIVITY, ACTING ON DIPHENOLS AND RELATED SUBSTANCES AS DONORS, CYTOCHROME AS ACCEPTOR%GOMF%GO:0016681	1
OXIDOREDUCTASE ACTIVITY, ACTING ON NAD(P)H, QUINONE OR SIMILAR COMPOUND AS ACCEPTOR%GOMF%GO:0016655	1
OXIDOREDUCTASE ACTIVITY, ACTING ON OTHER NITROGENOUS COMPOUNDS AS DONORS%GOMF%GO:0016661	1
OXIDOREDUCTION COENZYME METABOLIC PROCESS%GOBP%GO:0006733	1
OXYTOCIN RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04391	1
P-BODY%GOCC%GO:0000932	1
P53 PATHWAY%PANTHER PATHWAY%P00059	1
P53 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P53 PATHWAY	1
PAR1-MEDIATED THROMBIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PAR1-MEDIATED THROMBIN SIGNALING EVENTS	1
PARANODE REGION OF AXON%GOCC%GO:0033270	1
PARKINSON DISEASE%PANTHER PATHWAY%P00049	1
PATTERN RECOGNITION RECEPTOR ACTIVITY%GOMF%GO:0038187	1
PENTOSE PHOSPHATE PATHWAY%PANTHER PATHWAY%P02762	1
PEPTIDE ALPHA-N-ACETYLTRANSFERASE ACTIVITY%GOMF%GO:0004596	1
PEPTIDE HORMONE SECRETION%GOBP%GO:0030072	1
PEPTIDYL-LYSINE TRIMETHYLATION%GOBP%GO:0018023	1
PERICARDIUM DEVELOPMENT%GOBP%GO:0060039	1
PERIPHERAL NERVOUS SYSTEM AXON ENSHEATHMENT%GOBP%GO:0032292	1
PERIPHERAL NERVOUS SYSTEM NEURON DEVELOPMENT%GOBP%GO:0048935	1
PERIPHERAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GOBP%GO:0048934	1
PERISTALSIS%GOBP%GO:0030432	1
PEROXISOMAL LIPID METABOLISM%REACTOME%R-HSA-390918.5	1
PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR BINDING%GOMF%GO:0042975	1
PHARYNGEAL ARCH ARTERY MORPHOGENESIS%GOBP%GO:0061626	1
PHASE 2 - PLATEAU PHASE%REACTOME DATABASE ID RELEASE 63%5576893	1
PHOSPHATASE REGULATOR ACTIVITY%GOMF%GO:0019208	1
PHOSPHATIDYLGLYCEROL BINDING%GOMF%GO:1901611	1
PHOSPHATIDYLINOSITOL-3,4-BISPHOSPHATE BINDING%GOMF%GO:0043325	1
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GOBP%GO:0048015	1
PHOSPHATIDYLINOSITOL 3-KINASE BINDING%GOMF%GO:0043548	1
PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014065	1
PHOSPHATIDYLINOSITOL BINDING%GOMF%GO:0035091	1
PHOSPHATIDYLINOSITOL BISPHOSPHATE BINDING%GOMF%GO:1902936	1
PHOSPHATIDYLINOSITOL PHOSPHOLIPASE C ACTIVITY%GOMF%GO:0004435	1
PHOSPHOLIPASE ACTIVITY%GOMF%GO:0004620	1
PHOSPHOLIPASE C-MEDIATED CASCADE: FGFR1%REACTOME DATABASE ID RELEASE 63%5654219	1
PHOSPHOLIPASE C-MEDIATED CASCADE; FGFR2%REACTOME DATABASE ID RELEASE 63%5654221	1
PHOSPHOLIPASE C-MEDIATED CASCADE; FGFR3%REACTOME%R-HSA-5654227.2	1
PHOSPHOLIPASE C-MEDIATED CASCADE; FGFR4%REACTOME DATABASE ID RELEASE 63%5654228	1
PHOSPHOLIPASE C ACTIVITY%GOMF%GO:0004629	1
PHOSPHOLIPID HOMEOSTASIS%GOBP%GO:0055091	1
PHOSPHORYLATION OF EMI1%REACTOME DATABASE ID RELEASE 63%176417	1
PHOTOPERIODISM%GOBP%GO:0009648	1
PHOTORECEPTOR CELL CILIUM%GOCC%GO:0097733	1
PHOTORECEPTOR CELL MAINTENANCE%GOBP%GO:0045494	1
PHOTORECEPTOR INNER SEGMENT%GOCC%GO:0001917	1
PHOTORECEPTOR OUTER SEGMENT MEMBRANE%GOCC%GO:0042622	1
PHOTORECEPTOR OUTER SEGMENT%GOCC%GO:0001750	1
PHOTOTRANSDUCTION, VISIBLE LIGHT%GOBP%GO:0007603	1
PHYSIOLOGICAL FACTORS%REACTOME%R-HSA-5578768.1	1
PID_ALK1_PATHWAY%MSIGDB_C2%PID_ALK1_PATHWAY	1
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY%MSIGDB_C2%PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	1
PID_AR_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_AR_NONGENOMIC_PATHWAY	1
PID_AR_PATHWAY%MSIGDB_C2%PID_AR_PATHWAY	1
PID_ARF6_PATHWAY%MSIGDB_C2%PID_ARF6_PATHWAY	1
PID_ARF6_TRAFFICKING_PATHWAY%MSIGDB_C2%PID_ARF6_TRAFFICKING_PATHWAY	1
PID_BETA_CATENIN_DEG_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_DEG_PATHWAY	1
PID_BMP_PATHWAY%MSIGDB_C2%PID_BMP_PATHWAY	1
PID_CASPASE_PATHWAY%MSIGDB_C2%PID_CASPASE_PATHWAY	1
PID_ECADHERIN_NASCENT_AJ_PATHWAY%MSIGDB_C2%PID_ECADHERIN_NASCENT_AJ_PATHWAY	1
PID_EPHA2_FWD_PATHWAY%MSIGDB_C2%PID_EPHA2_FWD_PATHWAY	1
PID_ER_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_ER_NONGENOMIC_PATHWAY	1
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY%MSIGDB_C2%PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	1
PID_ERBB2_ERBB3_PATHWAY%MSIGDB_C2%PID_ERBB2_ERBB3_PATHWAY	1
PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY	1
PID_FGF_PATHWAY%MSIGDB_C2%PID_FGF_PATHWAY	1
PID_FOXO_PATHWAY%MSIGDB_C2%PID_FOXO_PATHWAY	1
PID_HDAC_CLASSII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSII_PATHWAY	1
PID_HDAC_CLASSIII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSIII_PATHWAY	1
PID_HIV_NEF_PATHWAY%MSIGDB_C2%PID_HIV_NEF_PATHWAY	1
PID_IL8_CXCR1_PATHWAY%MSIGDB_C2%PID_IL8_CXCR1_PATHWAY	1
PID_INTEGRIN4_PATHWAY%MSIGDB_C2%PID_INTEGRIN4_PATHWAY	1
PID_LKB1_PATHWAY%MSIGDB_C2%PID_LKB1_PATHWAY	1
PID_NECTIN_PATHWAY%MSIGDB_C2%PID_NECTIN_PATHWAY	1
PID_P53_REGULATION_PATHWAY%MSIGDB_C2%PID_P53_REGULATION_PATHWAY	1
PID_PRL_SIGNALING_EVENTS_PATHWAY%MSIGDB_C2%PID_PRL_SIGNALING_EVENTS_PATHWAY	1
PID_RAS_PATHWAY%MSIGDB_C2%PID_RAS_PATHWAY	1
PID_RETINOIC_ACID_PATHWAY%MSIGDB_C2%PID_RETINOIC_ACID_PATHWAY	1
PID_RHOA_REG_PATHWAY%MSIGDB_C2%PID_RHOA_REG_PATHWAY	1
PID_RHODOPSIN_PATHWAY%MSIGDB_C2%PID_RHODOPSIN_PATHWAY	1
PID_RXR_VDR_PATHWAY%MSIGDB_C2%PID_RXR_VDR_PATHWAY	1
PID_S1P_S1P2_PATHWAY%MSIGDB_C2%PID_S1P_S1P2_PATHWAY	1
PID_SYNDECAN_2_PATHWAY%MSIGDB_C2%PID_SYNDECAN_2_PATHWAY	1
PID_TAP63_PATHWAY%MSIGDB_C2%PID_TAP63_PATHWAY	1
PID_TCPTP_PATHWAY%MSIGDB_C2%PID_TCPTP_PATHWAY	1
PID_THROMBIN_PAR1_PATHWAY%MSIGDB_C2%PID_THROMBIN_PAR1_PATHWAY	1
PID_VEGFR1_PATHWAY%MSIGDB_C2%PID_VEGFR1_PATHWAY	1
PID_WNT_CANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_CANONICAL_PATHWAY	1
PIGMENT GRANULE MEMBRANE%GOCC%GO:0090741	1
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	1
PLATELET-DERIVED GROWTH FACTOR RECEPTOR BINDING%GOMF%GO:0005161	1
PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048008	1
PLATELET ADHESION TO EXPOSED COLLAGEN%REACTOME DATABASE ID RELEASE 63%75892	1
PLATELET CALCIUM HOMEOSTASIS%REACTOME%R-HSA-418360.1	1
PML BODY%GOCC%GO:0016605	1
PNAT%PANTHER PATHWAY%P05912	1
PORE COMPLEX%GOCC%GO:0046930	1
POSITIVE REGULATION BY HOST OF VIRAL GENOME REPLICATION%GOBP%GO:0044829	1
POSITIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0045762	1
POSITIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0002579	1
POSITIVE REGULATION OF ASTROCYTE DIFFERENTIATION%GOBP%GO:0048711	1
POSITIVE REGULATION OF ATP BIOSYNTHETIC PROCESS%GOBP%GO:2001171	1
POSITIVE REGULATION OF ATP METABOLIC PROCESS%GOBP%GO:1903580	1
POSITIVE REGULATION OF ATPASE ACTIVITY%GOBP%GO:0032781	1
POSITIVE REGULATION OF AUTOPHAGOSOME MATURATION%GOBP%GO:1901098	1
POSITIVE REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE%GOBP%GO:0048842	1
POSITIVE REGULATION OF BONE REMODELING%GOBP%GO:0046852	1
POSITIVE REGULATION OF BONE RESORPTION%GOBP%GO:0045780	1
POSITIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090190	1
POSITIVE REGULATION OF CALCIUM ION IMPORT%GOBP%GO:0090280	1
POSITIVE REGULATION OF CARDIAC MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010666	1
POSITIVE REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0060452	1
POSITIVE REGULATION OF CARDIOBLAST DIFFERENTIATION%GOBP%GO:0051891	1
POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001187	1
POSITIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902808	1
POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751	1
POSITIVE REGULATION OF CELL FATE COMMITMENT%GOBP%GO:0010455	1
POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090050	1
POSITIVE REGULATION OF CELLULAR EXTRAVASATION%GOBP%GO:0002693	1
POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846	1
POSITIVE REGULATION OF CGMP BIOSYNTHETIC PROCESS%GOBP%GO:0030828	1
POSITIVE REGULATION OF CHEMOKINE (C-X-C MOTIF) LIGAND 2 PRODUCTION%GOBP%GO:2000343	1
POSITIVE REGULATION OF CHOLESTEROL EFFLUX%GOBP%GO:0010875	1
POSITIVE REGULATION OF CHOLESTEROL STORAGE%GOBP%GO:0010886	1
POSITIVE REGULATION OF CHOLESTEROL TRANSPORT%GOBP%GO:0032376	1
POSITIVE REGULATION OF CIRCADIAN SLEEP/WAKE CYCLE, SLEEP%GOBP%GO:0045938	1
POSITIVE REGULATION OF COENZYME METABOLIC PROCESS%GOBP%GO:0051197	1
POSITIVE REGULATION OF COFACTOR METABOLIC PROCESS%GOBP%GO:0051194	1
POSITIVE REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903861	1
POSITIVE REGULATION OF DEPHOSPHORYLATION%GOBP%GO:0035306	1
POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, ELONGATION%GOBP%GO:0032786	1
POSITIVE REGULATION OF DNA BINDING%GOBP%GO:0043388	1
POSITIVE REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0043517	1
POSITIVE REGULATION OF DNA RECOMBINATION%GOBP%GO:0045911	1
POSITIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0045742	1
POSITIVE REGULATION OF EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:2000698	1
POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION INVOLVED IN ENDOCARDIAL CUSHION FORMATION%GOBP%GO:1905007	1
POSITIVE REGULATION OF ERBB SIGNALING PATHWAY%GOBP%GO:1901186	1
POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463	1
POSITIVE REGULATION OF EXIT FROM MITOSIS%GOBP%GO:0031536	1
POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921	1
POSITIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0045723	1
POSITIVE REGULATION OF FATTY ACID OXIDATION%GOBP%GO:0046321	1
POSITIVE REGULATION OF FATTY ACID TRANSPORT%GOBP%GO:2000193	1
POSITIVE REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051491	1
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	1
POSITIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010971	1
POSITIVE REGULATION OF GLIAL CELL PROLIFERATION%GOBP%GO:0060252	1
POSITIVE REGULATION OF GLYCOLYTIC PROCESS%GOBP%GO:0045821	1
POSITIVE REGULATION OF GONAD DEVELOPMENT%GOBP%GO:1905941	1
POSITIVE REGULATION OF HAIR CYCLE%GOBP%GO:0042635	1
POSITIVE REGULATION OF HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0051798	1
POSITIVE REGULATION OF HEART RATE%GOBP%GO:0010460	1
POSITIVE REGULATION OF HISTONE METHYLATION%GOBP%GO:0031062	1
POSITIVE REGULATION OF ICOSANOID SECRETION%GOBP%GO:0032305	1
POSITIVE REGULATION OF INSULIN-LIKE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0043568	1
POSITIVE REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0035774	1
POSITIVE REGULATION OF INTERFERON-GAMMA SECRETION%GOBP%GO:1902715	1
POSITIVE REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032732	1
POSITIVE REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032735	1
POSITIVE REGULATION OF INTERLEUKIN-2 BIOSYNTHETIC PROCESS%GOBP%GO:0045086	1
POSITIVE REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032743	1
POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES%GOBP%GO:0048304	1
POSITIVE REGULATION OF ISOTYPE SWITCHING%GOBP%GO:0045830	1
POSITIVE REGULATION OF LAMELLIPODIUM ASSEMBLY%GOBP%GO:0010592	1
POSITIVE REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:1904996	1
POSITIVE REGULATION OF LIPID KINASE ACTIVITY%GOBP%GO:0090218	1
POSITIVE REGULATION OF LIPID STORAGE%GOBP%GO:0010884	1
POSITIVE REGULATION OF LIPOPROTEIN LIPASE ACTIVITY%GOBP%GO:0051006	1
POSITIVE REGULATION OF MACROPHAGE DIFFERENTIATION%GOBP%GO:0045651	1
POSITIVE REGULATION OF MAST CELL ACTIVATION%GOBP%GO:0033005	1
POSITIVE REGULATION OF MELANIN BIOSYNTHETIC PROCESS%GOBP%GO:0048023	1
POSITIVE REGULATION OF MEMBRANE DEPOLARIZATION%GOBP%GO:1904181	1
POSITIVE REGULATION OF MESENCHYMAL CELL APOPTOTIC PROCESS%GOBP%GO:2001055	1
POSITIVE REGULATION OF MESENCHYMAL CELL PROLIFERATION%GOBP%GO:0002053	1
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031112	1
POSITIVE REGULATION OF MITOCHONDRIAL DEPOLARIZATION%GOBP%GO:0051901	1
POSITIVE REGULATION OF MITOCHONDRIAL FISSION%GOBP%GO:0090141	1
POSITIVE REGULATION OF MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:1905332	1
POSITIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061014	1
POSITIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903313	1
POSITIVE REGULATION OF MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010661	1
POSITIVE REGULATION OF NEURON MIGRATION%GOBP%GO:2001224	1
POSITIVE REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0001956	1
POSITIVE REGULATION OF NK T CELL DIFFERENTIATION%GOBP%GO:0051138	1
POSITIVE REGULATION OF NON-CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:2000052	1
POSITIVE REGULATION OF ODONTOGENESIS%GOBP%GO:0042482	1
POSITIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048714	1
POSITIVE REGULATION OF ORGANELLE ASSEMBLY%GOBP%GO:1902117	1
POSITIVE REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:1901018	1
POSITIVE REGULATION OF PROSTAGLANDIN SECRETION%GOBP%GO:0032308	1
POSITIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1901800	1
POSITIVE REGULATION OF PROTEIN BINDING%GOBP%GO:0032092	1
POSITIVE REGULATION OF PROTEIN IMPORT INTO NUCLEUS, TRANSLOCATION%GOBP%GO:0033160	1
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904377	1
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903078	1
POSITIVE REGULATION OF PROTEIN SUMOYLATION%GOBP%GO:0033235	1
POSITIVE REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903052	1
POSITIVE REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048260	1
POSITIVE REGULATION OF RECEPTOR INTERNALIZATION%GOBP%GO:0002092	1
POSITIVE REGULATION OF RECEPTOR RECYCLING%GOBP%GO:0001921	1
POSITIVE REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903307	1
POSITIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION%GOBP%GO:0045591	1
POSITIVE REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051281	1
POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035025	1
POSITIVE REGULATION OF SALIVA SECRETION%GOBP%GO:0046878	1
POSITIVE REGULATION OF SECONDARY METABOLITE BIOSYNTHETIC PROCESS%GOBP%GO:1900378	1
POSITIVE REGULATION OF SEQUESTERING OF CALCIUM ION%GOBP%GO:0051284	1
POSITIVE REGULATION OF SKELETAL MUSCLE FIBER DEVELOPMENT%GOBP%GO:0048743	1
POSITIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1902307	1
POSITIVE REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0010765	1
POSITIVE REGULATION OF SOMATOSTATIN SECRETION%GOBP%GO:0090274	1
POSITIVE REGULATION OF STEROL TRANSPORT%GOBP%GO:0032373	1
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496	1
POSITIVE REGULATION OF STRIATED MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010663	1
POSITIVE REGULATION OF T-HELPER 1 TYPE IMMUNE RESPONSE%GOBP%GO:0002827	1
POSITIVE REGULATION OF T-HELPER CELL DIFFERENTIATION%GOBP%GO:0045624	1
POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001916	1
POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050862	1
POSITIVE REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051973	1
POSITIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032206	1
POSITIVE REGULATION OF THE FORCE OF HEART CONTRACTION%GOBP%GO:0098735	1
POSITIVE REGULATION OF THYMOCYTE APOPTOTIC PROCESS%GOBP%GO:0070245	1
POSITIVE REGULATION OF TISSUE REMODELING%GOBP%GO:0034105	1
POSITIVE REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY%GOBP%GO:0034145	1
POSITIVE REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0034123	1
POSITIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032008	1
POSITIVE REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0032968	1
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER INVOLVED IN CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:1901522	1
POSITIVE REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000679	1
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071636	1
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511	1
POSITIVE REGULATION OF TRIGLYCERIDE LIPASE ACTIVITY%GOBP%GO:0061365	1
POSITIVE REGULATION OF URINE VOLUME%GOBP%GO:0035810	1
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:1904754	1
POSITIVE REGULATION OF VASCULAR SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:1904707	1
POSITIVE REGULATION OF VIRAL ENTRY INTO HOST CELL%GOBP%GO:0046598	1
POSITIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045070	1
POSITIVE REGULATION OF XENOPHAGY%GOBP%GO:1904417	1
POST-ANAL TAIL MORPHOGENESIS%GOBP%GO:0036342	1
POST-CHAPERONIN TUBULIN FOLDING PATHWAY%REACTOME%R-HSA-389977.2	1
POST-EMBRYONIC ANIMAL ORGAN DEVELOPMENT%GOBP%GO:0048569	1
POST-EMBRYONIC CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0031077	1
POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR ACTIVITY%GOMF%GO:0098960	1
POSTSYNAPTIC NICOTINIC ACETYLCHOLINE RECEPTORS%REACTOME%R-HSA-622327.1	1
POSTTRANSCRIPTIONAL GENE SILENCING BY RNA%GOBP%GO:0035194	1
